timestamp,pass,scenario,lvl,br_kbps,conf,reward,avg20,util,thr_mbps,loss_pct,rtt_ms,cpu_pct,mem_pct,thermal_c,battery,encoding_delay_ms
2026-05-30T10:33:42.185268,2,optimal_conditions,4,2400,0.1831,0.0275,-0.0559,0.278,8.62,0.0,41.7,0.4,74.5,35,1.0,22.5
2026-05-30T10:33:43.781806,2,optimal_conditions,0,150,0.4258,-0.1062,-0.0626,0.017,8.62,0.0,41.3,0.4,74.5,35,1.0,6.09
2026-05-30T10:33:45.403354,2,optimal_conditions,5,4800,0.1795,0.1789,-0.0544,0.569,8.44,0.0,41.4,0.5,74.3,35,1.0,40.0
2026-05-30T10:33:47.009587,2,optimal_conditions,4,2400,0.2487,0.0295,-0.0476,0.284,8.44,0.0,42.0,0.5,74.6,35,1.0,22.5
2026-05-30T10:33:48.617876,2,optimal_conditions,4,2400,0.207,0.0165,-0.0414,0.279,8.61,0.0,41.8,0.5,80.6,35,1.0,22.5
2026-05-30T10:33:50.189807,2,optimal_conditions,0,150,0.3669,-0.1087,-0.0443,0.017,8.62,0.0,41.6,0.4,80.8,35,1.0,6.09
2026-05-30T10:33:51.776338,2,optimal_conditions,0,150,0.2514,-0.1086,-0.0443,0.017,8.62,0.0,41.3,0.5,80.7,35,1.0,6.09
2026-05-30T10:33:53.341680,2,optimal_conditions,5,4800,0.1656,0.1511,-0.0313,0.559,8.59,0.0,41.3,0.5,80.7,35,1.0,40.0
2026-05-30T10:33:54.910196,2,optimal_conditions,5,4800,0.098,0.171,-0.0236,0.559,8.58,0.0,41.5,0.5,74.7,35,1.0,40.0
2026-05-30T10:33:56.471576,2,optimal_conditions,5,4800,0.1122,0.1506,-0.0106,0.557,8.62,0.0,41.2,0.4,80.5,35,1.0,40.0
2026-05-30T10:33:58.080255,2,optimal_conditions,3,1200,0.0832,-0.0439,-0.0103,0.139,8.63,0.0,41.3,0.5,74.6,35,1.0,13.75
2026-05-30T10:33:59.779893,2,optimal_conditions,1,300,0.0719,-0.1004,-0.01,0.035,8.61,0.0,41.5,0.4,80.6,35,1.0,7.19
2026-05-30T10:34:01.354830,2,optimal_conditions,4,2400,0.2522,0.0165,-0.0037,0.279,8.61,0.0,41.4,0.5,80.7,35,1.0,22.5
2026-05-30T10:34:02.976374,2,optimal_conditions,2,600,0.1169,-0.0845,-0.0038,0.07,8.56,0.0,41.5,0.5,80.8,35,1.0,9.38
2026-05-30T10:34:04.578784,2,optimal_conditions,0,150,0.3592,-0.107,-0.01,0.017,8.58,0.0,41.4,0.4,74.7,35,1.0,6.09
2026-05-30T10:34:06.232589,2,optimal_conditions,4,2400,0.2505,0.0163,-0.0037,0.278,8.63,0.0,41.6,0.5,80.7,35,1.0,22.5
2026-05-30T10:34:07.820610,2,optimal_conditions,4,2400,0.2373,0.0271,-0.0032,0.278,8.63,0.0,41.6,0.5,74.6,35,1.0,22.5
2026-05-30T10:34:09.444779,2,optimal_conditions,2,600,0.1039,-0.0798,-0.0086,0.07,8.63,0.0,41.9,0.7,74.7,35,1.0,9.38
2026-05-30T10:34:11.571905,2,optimal_conditions,2,600,0.0975,-0.0839,-0.0073,0.07,8.63,0.0,41.7,0.8,80.5,35,1.0,9.38
2026-05-30T10:34:13.170646,2,optimal_conditions,2,600,0.1036,-0.0838,-0.0061,0.07,8.62,0.0,41.7,0.6,80.6,35,1.0,9.38
2026-05-30T10:34:14.782588,2,optimal_conditions,0,150,0.3589,-0.1063,-0.0128,0.017,8.62,0.0,41.5,0.5,74.6,35,1.0,6.09
2026-05-30T10:34:16.371148,2,optimal_conditions,2,600,0.1066,-0.0839,-0.0117,0.07,8.61,0.0,41.6,0.6,80.7,35,1.0,9.38
2026-05-30T10:34:18.005103,2,optimal_conditions,5,4800,0.1653,0.1498,-0.0131,0.557,8.62,0.0,41.3,0.5,80.6,35,1.0,40.0
2026-05-30T10:34:19.581433,2,optimal_conditions,4,2400,0.304,0.0161,-0.0138,0.278,8.62,0.0,42.0,0.5,80.8,35,1.0,22.5
2026-05-30T10:34:21.204302,2,optimal_conditions,0,150,0.3966,-0.1062,-0.0199,0.017,8.62,0.0,41.3,0.5,74.7,35,1.0,6.09
2026-05-30T10:34:22.804520,2,optimal_conditions,2,600,0.0885,-0.0836,-0.0187,0.07,8.62,0.0,41.4,0.5,80.8,35,1.0,9.38
2026-05-30T10:34:24.400425,2,optimal_conditions,3,1200,0.0871,-0.0504,-0.0158,0.139,8.63,0.0,41.3,0.5,80.9,35,1.0,13.75
2026-05-30T10:34:27.677520,2,high_network_activity,3,1200,0.1691,-0.107,-0.0287,0.206,5.82,0.0,244.3,1.1,80.6,45,0.85,13.75
2026-05-30T10:34:30.922680,2,high_network_activity,1,300,0.077,-0.2026,-0.0473,0.1,3.01,0.0,242.4,0.7,74.8,45,0.85,7.19
2026-05-30T10:34:34.714297,2,high_network_activity,1,300,0.0874,-0.1339,-0.0616,0.203,1.48,0.0,245.0,1.3,80.4,45,0.85,7.19
2026-05-30T10:34:37.993494,2,high_network_activity,4,2400,0.2109,-0.599,-0.0893,1.614,1.49,0.0,242.8,1.6,80.5,45,0.85,22.5
2026-05-30T10:34:42.232940,2,high_network_activity,1,300,0.0638,-0.1144,-0.09,0.225,1.34,0.0,244.6,0.6,80.5,45,0.85,7.19
2026-05-30T10:34:45.587849,2,high_network_activity,4,2400,0.2084,-0.7257,-0.1271,1.741,1.38,0.0,244.0,0.8,80.3,45,0.85,22.5
2026-05-30T10:34:48.926146,2,high_network_activity,4,2400,0.1894,-0.5937,-0.1526,1.622,1.48,0.0,242.7,0.7,74.4,45,0.85,22.5
2026-05-30T10:34:52.142552,2,high_network_activity,0,150,0.3807,-0.224,-0.1584,0.098,1.53,0.0,242.5,1.0,74.5,45,0.85,6.09
2026-05-30T10:34:55.490320,2,high_network_activity,5,4800,0.1913,-0.898,-0.2042,2.97,1.62,0.0,242.7,0.7,80.4,45,0.85,40.0
2026-05-30T10:34:58.672601,2,high_network_activity,0,150,0.3598,-0.2274,-0.2169,0.093,1.61,0.0,243.0,0.8,74.5,45,0.85,6.09
2026-05-30T10:35:01.934852,2,high_network_activity,5,4800,0.187,-0.9,-0.2579,2.974,1.61,0.0,242.5,0.9,80.8,45,0.85,40.0
2026-05-30T10:35:05.134099,2,high_network_activity,4,2400,0.2567,-0.4553,-0.2765,1.486,1.61,0.0,242.3,0.7,74.3,45,0.85,22.5
2026-05-30T10:35:08.348384,2,high_network_activity,0,150,0.3385,-0.2278,-0.2837,0.093,1.61,0.0,244.8,0.7,74.6,45,0.85,6.09
2026-05-30T10:35:12.011693,2,high_network_activity,4,2400,0.1771,-0.4691,-0.3018,1.489,1.61,0.0,242.4,0.8,80.6,45,0.85,22.5
2026-05-30T10:35:15.246957,2,high_network_activity,4,2400,0.2122,-0.4707,-0.3211,1.501,1.6,0.0,243.3,0.9,74.3,45,0.85,22.5
2026-05-30T10:35:19.026228,2,high_network_activity,0,150,0.3303,-0.2226,-0.3398,0.104,1.45,0.0,244.1,1.0,80.4,45,0.85,6.09
2026-05-30T10:35:22.327755,2,high_network_activity,5,4800,0.1897,-0.9033,-0.3857,3.319,1.45,0.0,242.7,0.9,80.7,45,0.85,40.0
2026-05-30T10:35:25.777993,2,high_network_activity,4,2400,0.2552,-0.8733,-0.4241,1.785,1.34,0.0,242.8,23.6,80.4,88,0.7,22.5
2026-05-30T10:35:27.758354,2,thermal_throttling_start,5,4800,0.202,-0.8903,-0.4644,1.563,3.07,0.0,81.5,22.8,80.4,88,0.7,118.0
2026-05-30T10:35:30.657369,2,thermal_throttling_start,2,600,0.1183,-0.1755,-0.4707,0.129,4.66,0.0,82.4,23.0,80.7,88,0.7,27.66
2026-05-30T10:35:32.560001,2,thermal_throttling_start,4,2400,0.1895,-0.056,-0.4681,0.432,5.55,0.0,82.1,23.6,74.6,88,0.7,66.38
2026-05-30T10:35:34.734927,2,thermal_throttling_start,0,150,0.1387,-0.2066,-0.4683,0.027,5.53,0.0,81.6,22.8,80.7,88,0.7,17.98
2026-05-30T10:35:36.655062,2,thermal_throttling_start,3,1200,0.2294,-0.1398,-0.4686,0.217,5.54,0.0,81.5,22.7,80.6,88,0.7,40.56
2026-05-30T10:35:38.770855,2,thermal_throttling_start,0,150,0.139,-0.2066,-0.449,0.027,5.53,0.0,81.7,22.9,80.6,88,0.7,17.98
2026-05-30T10:35:40.657203,2,thermal_throttling_start,4,2400,0.1938,-0.0669,-0.4466,0.432,5.55,0.0,82.4,23.6,80.6,88,0.7,66.38
2026-05-30T10:35:42.958757,2,thermal_throttling_start,4,2400,0.2186,-0.0562,-0.4131,0.432,5.56,0.0,81.9,23.6,74.5,88,0.7,66.38
2026-05-30T10:35:45.130038,2,thermal_throttling_start,3,1200,0.1824,-0.1407,-0.3905,0.216,5.56,0.0,81.6,23.2,80.4,88,0.7,40.56
2026-05-30T10:35:47.455468,2,thermal_throttling_start,3,1200,0.2369,-0.1405,-0.3863,0.216,5.56,0.0,81.7,22.9,80.5,88,0.7,40.56
2026-05-30T10:35:49.289226,2,thermal_throttling_start,4,2400,0.1912,-0.0674,-0.3448,0.432,5.55,0.0,81.7,23.7,80.6,88,0.7,66.38
2026-05-30T10:35:51.154632,2,thermal_throttling_start,0,150,0.1375,-0.2065,-0.3437,0.027,5.55,0.0,81.5,23.4,80.6,88,0.7,17.98
2026-05-30T10:35:53.030488,2,thermal_throttling_start,5,4800,0.2571,-0.1233,-0.3049,0.863,5.56,0.0,81.5,23.1,74.6,88,0.7,118.0
2026-05-30T10:35:55.207351,2,thermal_throttling_start,0,150,0.1375,-0.21,-0.2926,0.028,5.31,0.0,81.5,23.5,80.4,88,0.7,17.98
2026-05-30T10:35:57.133752,2,thermal_throttling_start,3,1200,0.1754,-0.1363,-0.2881,0.226,5.31,0.0,82.0,23.6,80.4,88,0.7,40.56
2026-05-30T10:35:59.106839,2,thermal_throttling_start,4,2400,0.2116,-0.0423,-0.2667,0.465,5.16,0.0,81.4,23.9,80.6,88,0.7,66.38
2026-05-30T10:36:03.207562,2,thermal_throttling_start,0,150,0.1328,-0.2124,-0.2538,0.029,5.15,0.0,81.6,23.3,80.7,88,0.7,17.98
2026-05-30T10:36:05.153179,2,thermal_throttling_start,2,600,0.1005,-0.1781,-0.2516,0.108,5.55,0.0,81.5,23.1,80.4,88,0.7,27.66
2026-05-30T10:36:07.026221,2,thermal_throttling_start,3,1200,0.2521,-0.1411,-0.2135,0.216,5.55,0.0,81.7,23.5,80.5,88,0.7,40.56
2026-05-30T10:36:08.848355,2,thermal_throttling_start,5,4800,0.2376,-0.1267,-0.1762,0.864,5.55,0.0,81.3,23.5,74.7,88,0.7,118.0
2026-05-30T10:36:10.733232,2,thermal_throttling_start,3,1200,0.2045,-0.1365,-0.1385,0.216,5.56,0.0,81.7,24.4,74.7,88,0.7,40.56
2026-05-30T10:36:13.342576,2,thermal_throttling_start,4,2400,0.1985,-0.0672,-0.133,0.432,5.56,0.0,82.2,23.4,80.9,88,0.7,66.38
2026-05-30T10:36:15.255069,2,thermal_throttling_start,1,300,0.0776,-0.1946,-0.14,0.054,5.55,0.0,81.6,24.0,74.3,88,0.7,21.2
2026-05-30T10:36:17.613934,2,thermal_throttling_start,2,600,0.1044,-0.1786,-0.1386,0.108,5.55,0.0,81.5,23.7,80.5,88,0.7,27.66
2026-05-30T10:36:19.538032,2,thermal_throttling_start,1,300,0.1234,-0.1968,-0.1414,0.054,5.56,0.0,81.4,23.0,80.6,88,0.7,21.2
2026-05-30T10:36:21.455728,2,thermal_throttling_start,5,4800,0.2644,-0.1463,-0.1384,0.862,5.57,0.0,81.8,24.0,80.7,88,0.7,118.0
2026-05-30T10:36:23.308981,2,thermal_throttling_start,4,2400,0.2388,-0.0664,-0.1384,0.431,5.56,0.0,81.6,23.0,80.8,88,0.7,66.38
2026-05-30T10:36:25.289905,2,thermal_throttling_start,4,2400,0.2093,-0.055,-0.1383,0.448,5.35,0.0,81.8,23.9,80.3,88,0.7,66.38
2026-05-30T10:36:31.582008,2,low_battery_powersave,3,1200,0.2104,-0.0761,-0.1351,0.242,4.96,0.0,101.6,4.1,80.8,40,0.15,15.47
2026-05-30T10:36:37.641282,2,low_battery_powersave,0,150,0.1389,-0.2076,-0.1385,0.035,4.31,0.0,102.8,3.8,80.6,40,0.15,6.86
2026-05-30T10:36:40.546620,2,low_battery_powersave,5,4800,0.1707,-0.3645,-0.1533,1.213,3.96,0.0,101.8,6.3,80.6,40,0.15,45.0
2026-05-30T10:36:46.821838,2,low_battery_powersave,4,2400,0.3788,0.1544,-0.1353,0.607,3.95,0.0,151.8,4.2,80.8,40,0.15,25.31
2026-05-30T10:36:50.524245,2,low_battery_powersave,4,2400,0.2554,0.1661,-0.1208,0.607,3.96,0.0,101.8,4.4,81.0,40,0.15,25.31
2026-05-30T10:37:02.219283,2,low_battery_powersave,4,2400,0.336,0.1574,-0.1024,0.649,3.7,0.0,298.2,3.1,80.9,40,0.15,25.31
2026-05-30T10:37:11.764271,2,low_battery_powersave,5,4800,0.1461,-1.0752,-0.1494,1.647,2.91,0.0,296.1,53.4,80.6,40,0.15,45.0
2026-05-30T10:37:18.207613,2,low_battery_powersave,1,300,0.0882,-0.1833,-0.1564,0.095,3.17,0.0,101.8,4.3,80.6,40,0.15,8.09
2026-05-30T10:37:25.883192,2,low_battery_powersave,2,600,0.1085,-0.3449,-0.163,0.168,3.58,0.0,700.2,43.9,80.4,95,0.1,10.55
2026-05-30T10:37:43.132420,2,critical_system_stress,3,1200,0.3035,-0.1017,-0.1592,0.465,2.58,0.0,506.9,39.5,80.6,95,0.1,68.75
2026-05-30T10:38:04.123256,2,critical_system_stress,4,2400,0.2464,-1.0012,-0.2022,2.062,1.16,0.0,510.4,41.5,68.5,95,0.1,112.5
2026-05-30T10:38:24.880121,2,critical_system_stress,3,1200,0.3127,-0.8468,-0.2382,2.767,0.43,0.0,506.8,39.5,68.6,95,0.1,68.75
2026-05-30T10:38:27.711490,3,optimal_conditions,1,300,0.0715,-0.1465,-0.2387,0.081,3.68,0.0,41.5,0.5,68.5,35,1.0,7.19
2026-05-30T10:38:29.336867,3,optimal_conditions,0,150,0.2847,-0.13,-0.2419,0.021,7.0,0.0,41.4,0.6,62.7,35,1.0,6.09
2026-05-30T10:38:30.919380,3,optimal_conditions,0,150,0.2266,-0.1039,-0.2373,0.017,8.63,0.0,41.5,0.6,68.8,35,1.0,6.09
2026-05-30T10:38:32.544874,3,optimal_conditions,0,150,0.2764,-0.1016,-0.2335,0.017,8.63,0.0,41.7,0.6,62.8,35,1.0,6.09
2026-05-30T10:38:34.132587,3,optimal_conditions,3,1200,0.1346,-0.0384,-0.2256,0.139,8.63,0.0,41.8,0.9,68.8,35,1.0,13.75
2026-05-30T10:38:35.783984,3,optimal_conditions,0,150,0.2884,-0.1014,-0.2233,0.017,8.63,0.0,41.6,0.6,62.6,35,1.0,6.09
2026-05-30T10:38:37.448455,3,optimal_conditions,5,4800,0.2294,0.1868,-0.2107,0.556,8.63,0.0,41.4,1.0,68.6,35,1.0,40.0
2026-05-30T10:38:39.094863,3,optimal_conditions,4,2400,0.296,0.0485,-0.2055,0.278,8.62,0.0,41.9,0.7,62.5,35,1.0,22.5
2026-05-30T10:38:40.742394,3,optimal_conditions,2,600,0.0961,-0.0716,-0.2053,0.07,8.62,0.0,41.7,0.5,62.7,35,1.0,9.38
2026-05-30T10:38:42.393183,3,optimal_conditions,5,4800,0.225,0.1876,-0.1855,0.557,8.62,0.0,41.5,0.9,68.6,35,1.0,40.0
2026-05-30T10:38:43.953384,3,optimal_conditions,1,300,0.048,-0.0914,-0.1719,0.035,8.63,0.0,41.6,0.6,62.5,35,1.0,7.19
2026-05-30T10:38:46.048670,3,optimal_conditions,5,4800,0.2259,0.1884,-0.1702,0.556,8.63,0.0,41.4,0.8,68.4,35,1.0,40.0
2026-05-30T10:38:47.613775,3,optimal_conditions,0,150,0.2754,-0.1014,-0.1835,0.017,8.63,0.0,41.5,0.6,62.5,35,1.0,6.09
2026-05-30T10:38:49.184684,3,optimal_conditions,1,300,0.106,-0.0946,-0.1961,0.035,8.63,0.0,41.7,0.8,68.7,35,1.0,7.19
2026-05-30T10:38:50.750238,3,optimal_conditions,5,4800,0.2287,0.1885,-0.1329,0.557,8.62,0.0,41.4,0.7,68.6,35,1.0,40.0
2026-05-30T10:38:52.315901,3,optimal_conditions,4,2400,0.2973,0.0788,-0.1198,0.278,8.63,0.0,41.3,0.6,45.9,35,1.0,22.5
2026-05-30T10:38:54.157674,3,optimal_conditions,0,150,0.3056,-0.1178,-0.1085,0.02,7.33,0.0,41.2,0.7,45.9,35,1.0,6.09
2026-05-30T10:39:10.435588,3,optimal_conditions,3,1200,0.1399,-0.0503,-0.0503,0.139,8.63,0.0,41.3,0.5,80.7,35,1.0,13.75
2026-05-30T10:39:12.020158,3,optimal_conditions,5,4800,0.1906,0.1692,0.0594,0.556,8.63,0.0,41.7,0.4,74.7,35,1.0,40.0
2026-05-30T10:39:13.629709,3,optimal_conditions,2,600,0.1153,-0.0835,0.0118,0.07,8.63,0.0,41.6,0.5,80.5,35,1.0,9.38
2026-05-30T10:39:15.215459,3,optimal_conditions,1,300,0.1005,-0.0971,-0.0154,0.035,8.63,0.0,41.5,0.5,74.5,35,1.0,7.19
2026-05-30T10:39:17.218649,3,optimal_conditions,5,4800,0.201,0.1487,0.0174,0.556,8.63,0.0,41.3,0.5,80.8,35,1.0,40.0
2026-05-30T10:39:18.952959,3,optimal_conditions,3,1200,0.1146,-0.0436,0.0072,0.139,8.63,0.0,41.6,0.4,74.4,35,1.0,13.75
2026-05-30T10:39:20.524001,3,optimal_conditions,2,600,0.099,-0.0838,-0.0058,0.07,8.62,0.0,41.9,0.5,80.7,35,1.0,9.38
2026-05-30T10:39:22.247628,3,optimal_conditions,0,150,0.3008,-0.1198,-0.02,0.019,7.86,0.0,41.5,0.5,74.7,35,1.0,6.09
2026-05-30T10:39:23.809728,3,optimal_conditions,2,600,0.089,-0.0922,-0.028,0.076,7.86,0.0,41.6,0.5,80.7,35,1.0,9.38
2026-05-30T10:39:25.426859,3,optimal_conditions,2,600,0.087,-0.0794,-0.0332,0.07,8.63,0.0,41.8,0.5,74.3,35,1.0,9.38
2026-05-30T10:39:27.026025,3,optimal_conditions,3,1200,0.1061,-0.0445,-0.0342,0.139,8.63,0.0,41.7,0.7,74.8,35,1.0,13.75
2026-05-30T10:39:28.637513,3,optimal_conditions,2,600,0.1042,-0.0841,-0.0383,0.07,8.63,0.0,42.5,0.6,80.8,35,1.0,9.38
2026-05-30T10:39:30.239200,3,optimal_conditions,0,150,0.3089,-0.1092,-0.0438,0.017,8.62,0.0,42.5,1.0,80.9,35,1.0,6.09
2026-05-30T10:39:31.907510,3,optimal_conditions,0,150,0.179,-0.1089,-0.0484,0.017,8.62,0.0,41.3,0.9,80.9,35,1.0,6.09
2026-05-30T10:39:33.524772,3,optimal_conditions,0,150,0.259,-0.109,-0.0525,0.017,8.63,0.0,41.3,1.2,80.9,35,1.0,6.09
2026-05-30T10:39:35.143165,3,optimal_conditions,5,4800,0.1869,0.1464,-0.0401,0.556,8.63,0.0,41.5,1.0,80.9,35,1.0,40.0
2026-05-30T10:39:36.726646,3,optimal_conditions,3,1200,0.1183,-0.0438,-0.0403,0.139,8.63,0.0,41.3,0.5,74.5,35,1.0,13.75
2026-05-30T10:39:38.299159,3,optimal_conditions,4,2400,0.2498,0.0158,-0.0372,0.278,8.63,0.0,41.5,0.5,80.8,35,1.0,22.5
2026-05-30T10:39:39.937318,3,optimal_conditions,5,4800,0.1547,0.1489,-0.0274,0.557,8.62,0.0,41.6,0.6,80.7,35,1.0,40.0
2026-05-30T10:39:41.559887,3,optimal_conditions,4,2400,0.3007,0.0163,-0.0252,0.278,8.62,0.0,41.6,0.5,80.6,35,1.0,22.5
2026-05-30T10:39:43.181547,3,optimal_conditions,0,150,0.3031,-0.1086,-0.0281,0.017,8.62,0.0,41.7,0.4,80.7,35,1.0,6.09
2026-05-30T10:39:44.744728,3,optimal_conditions,3,1200,0.1762,-0.0515,-0.0391,0.139,8.63,0.0,41.5,1.5,80.6,35,1.0,13.75
2026-05-30T10:39:46.694892,3,optimal_conditions,3,1200,0.1121,-0.0502,-0.0375,0.139,8.63,0.0,41.4,0.6,80.5,35,1.0,13.75
2026-05-30T10:39:48.258400,3,optimal_conditions,0,150,0.3044,-0.1062,-0.0379,0.017,8.63,0.0,41.6,0.5,74.7,35,1.0,6.09
2026-05-30T10:39:49.834922,3,optimal_conditions,2,600,0.0955,-0.0838,-0.0495,0.07,8.61,0.0,41.5,0.6,80.7,35,1.0,9.38
2026-05-30T10:39:51.395889,3,optimal_conditions,3,1200,0.124,-0.0506,-0.0499,0.139,8.62,0.0,41.5,0.7,80.7,35,1.0,13.75
2026-05-30T10:39:52.956290,3,optimal_conditions,0,150,0.251,-0.1085,-0.0511,0.017,8.63,0.0,41.4,0.5,80.8,35,1.0,6.09
2026-05-30T10:39:54.549698,3,optimal_conditions,4,2400,0.2043,0.0157,-0.0444,0.278,8.63,0.0,42.1,0.5,80.8,35,1.0,22.5
2026-05-30T10:39:56.153123,3,optimal_conditions,3,1200,0.1967,-0.0504,-0.0423,0.139,8.63,0.0,41.5,0.7,80.6,35,1.0,13.75
2026-05-30T10:39:57.762580,3,optimal_conditions,5,4800,0.1761,0.1695,-0.0298,0.556,8.63,0.0,41.4,0.5,74.6,35,1.0,40.0
2026-05-30T10:39:59.436418,3,optimal_conditions,4,2400,0.3433,0.0155,-0.0268,0.278,8.63,0.0,41.7,0.7,80.8,35,1.0,22.5
2026-05-30T10:40:01.057965,3,optimal_conditions,4,2400,0.2378,0.0269,-0.0213,0.278,8.63,0.0,41.4,0.5,74.7,35,1.0,22.5
2026-05-30T10:40:02.648542,3,optimal_conditions,4,2400,0.2722,0.0159,-0.015,0.278,8.63,0.0,41.4,0.7,80.7,35,1.0,22.5
2026-05-30T10:40:04.272551,3,optimal_conditions,5,4800,0.1677,0.1477,-0.0022,0.556,8.63,0.0,41.3,0.9,80.7,35,1.0,40.0
2026-05-30T10:40:05.855481,3,optimal_conditions,1,300,0.0549,-0.0973,-0.0016,0.035,8.63,0.0,41.5,0.6,74.6,35,1.0,7.19
2026-05-30T10:40:07.463787,3,optimal_conditions,3,1200,0.2067,-0.0504,-0.0115,0.139,8.63,0.0,41.3,0.6,80.8,35,1.0,13.75
2026-05-30T10:40:09.059712,3,optimal_conditions,2,600,0.0942,-0.0795,-0.0132,0.07,8.63,0.0,41.5,0.5,74.6,35,1.0,9.38
2026-05-30T10:40:10.654891,3,optimal_conditions,0,150,0.3155,-0.1061,-0.0193,0.017,8.63,0.0,41.4,0.5,74.5,35,1.0,6.09
2026-05-30T10:40:13.395283,3,optimal_conditions,3,1200,0.1944,-0.0522,-0.0294,0.151,7.94,0.0,41.5,0.6,80.8,35,1.0,13.75
2026-05-30T10:40:14.959436,3,optimal_conditions,0,150,0.3245,-0.1183,-0.0361,0.019,7.94,0.0,41.4,0.5,74.4,35,1.0,6.09
2026-05-30T10:40:17.031636,3,optimal_conditions,3,1200,0.1835,-0.0511,-0.0332,0.143,8.38,0.0,41.4,0.7,80.4,35,1.0,13.75
2026-05-30T10:40:18.635047,3,optimal_conditions,1,300,0.095,-0.1041,-0.0359,0.036,8.38,0.0,41.4,0.5,80.7,35,1.0,7.19
2026-05-30T10:40:20.202982,3,optimal_conditions,0,150,0.3087,-0.1129,-0.039,0.018,8.38,0.0,41.3,0.5,80.8,35,1.0,6.09
2026-05-30T10:40:21.772858,3,optimal_conditions,5,4800,0.1787,0.1439,-0.0265,0.556,8.63,0.0,41.4,1.8,80.6,35,1.0,40.0
2026-05-30T10:40:23.335413,3,optimal_conditions,5,4800,0.1214,0.1694,-0.0138,0.557,8.62,0.0,41.6,0.5,74.6,35,1.0,40.0
2026-05-30T10:40:24.913548,3,optimal_conditions,2,600,0.1111,-0.0839,-0.0155,0.07,8.61,0.0,41.5,0.7,80.7,35,1.0,9.38
2026-05-30T10:40:26.521893,3,optimal_conditions,2,600,0.0941,-0.0942,-0.0148,0.07,8.62,0.0,41.3,1.0,80.4,45,0.85,9.38
2026-05-30T10:40:29.738972,3,high_network_activity,0,150,0.2857,-0.2126,-0.0262,0.026,5.82,0.0,242.6,0.7,80.6,45,0.85,6.09
2026-05-30T10:40:32.966433,3,high_network_activity,5,4800,0.1897,-0.7281,-0.0601,1.605,2.99,0.0,242.5,1.2,80.7,45,0.85,40.0
2026-05-30T10:40:36.136243,3,high_network_activity,2,600,0.1321,0.0273,-0.0672,0.378,1.59,0.0,242.5,0.8,74.4,45,0.85,9.38
2026-05-30T10:40:39.425457,3,high_network_activity,2,600,0.1086,0.0374,-0.0661,0.393,1.53,0.0,242.4,0.8,80.5,45,0.85,9.38
2026-05-30T10:40:42.948371,3,high_network_activity,0,150,0.1955,-0.2231,-0.0786,0.105,1.43,0.0,249.3,1.0,80.7,45,0.85,6.09
2026-05-30T10:40:46.687437,3,high_network_activity,5,4800,0.1944,-0.9064,-0.1247,3.816,1.26,0.0,242.6,0.9,80.5,45,0.85,40.0
2026-05-30T10:40:50.221999,3,high_network_activity,4,2400,0.2405,-0.6978,-0.167,1.723,1.39,0.0,242.6,0.8,74.7,45,0.85,22.5
2026-05-30T10:40:53.451552,3,high_network_activity,0,150,0.3205,-0.2255,-0.1734,0.096,1.57,0.0,242.5,1.0,74.7,45,0.85,6.09
2026-05-30T10:40:56.764216,3,high_network_activity,3,1200,0.1793,0.3465,-0.1536,0.743,1.62,0.0,242.5,0.9,80.4,45,0.85,13.75
2026-05-30T10:40:59.963816,3,high_network_activity,5,4800,0.197,-0.8997,-0.1946,2.971,1.62,0.0,242.5,0.9,80.7,45,0.85,40.0
2026-05-30T10:41:03.155569,3,high_network_activity,0,150,0.1737,-0.2292,-0.2007,0.094,1.6,0.0,242.5,0.8,80.6,45,0.85,6.09
2026-05-30T10:41:06.442067,3,high_network_activity,5,4800,0.2117,-0.8788,-0.2421,3.08,1.56,0.0,242.7,0.7,74.3,45,0.85,40.0
2026-05-30T10:41:10.264612,3,high_network_activity,5,4800,0.1525,-0.9059,-0.2814,3.489,1.38,0.0,243.1,1.3,80.6,45,0.85,40.0
2026-05-30T10:41:13.462484,3,high_network_activity,5,4800,0.153,-0.9033,-0.324,3.489,1.38,0.0,242.7,0.7,80.6,45,0.85,40.0
2026-05-30T10:41:17.642303,3,high_network_activity,3,1200,0.13,0.122,-0.3127,0.973,1.23,0.0,242.6,1.4,80.4,45,0.85,13.75
2026-05-30T10:41:20.831683,3,high_network_activity,0,150,0.294,-0.2162,-0.3179,0.109,1.38,0.0,242.4,0.8,74.6,45,0.85,6.09
2026-05-30T10:41:24.026435,3,high_network_activity,0,150,0.1697,-0.2269,-0.3364,0.098,1.53,0.0,244.1,1.0,80.7,45,0.85,6.09
2026-05-30T10:41:27.944471,3,high_network_activity,3,1200,0.1517,0.1739,-0.3362,0.846,1.42,0.0,242.6,23.2,80.4,88,0.7,13.75
2026-05-30T10:41:29.834516,3,thermal_throttling_start,2,600,0.1077,-0.1387,-0.339,0.2,3.0,0.0,81.7,24.6,80.8,88,0.7,27.66
2026-05-30T10:41:31.679888,3,thermal_throttling_start,3,1200,0.1851,-0.115,-0.34,0.262,4.59,0.0,81.5,23.3,80.8,88,0.7,40.56
2026-05-30T10:41:33.577179,3,thermal_throttling_start,3,1200,0.248,-0.141,-0.3364,0.216,5.57,0.0,81.5,23.0,80.8,88,0.7,40.56
2026-05-30T10:41:36.081860,3,thermal_throttling_start,4,2400,0.1732,-0.068,-0.3034,0.431,5.57,0.0,81.5,23.7,80.6,88,0.7,66.38
